sample	locus_position	method_id	key	value	type
17T020358_S6	chr2:47641506-47641642	model	status	MSS	str
17T020358_S6	chr14:23652277-23652420	model	status	MSS	str
17T020358_S6	chr11:125490715-125490852	model	status	MSS	str
17T020358_S6	chr11:102193451-102193586	model	status	MSS	str
17T020358_S6	chr13:31722592-31722713	model	status	MSS	str
17T020524_S14	chr4:55598140-55598290	model	status	MSS	str
17T020524_S14	chr2:47641506-47641642	model	status	MSS	str
17T020524_S14	chr14:23652277-23652420	model	status	MSS	str
17T020524_S14	chr11:125490715-125490852	model	status	MSS	str
17T020524_S14	chr11:102193451-102193586	model	status	Undetermined	str
17T020524_S14	chr13:31722592-31722713	model	status	MSS	str
17T020524_S17	chr4:55598140-55598290	model	status	MSS	str
17T020524_S17	chr2:47641506-47641642	model	status	MSS	str
17T020524_S17	chr14:23652277-23652420	model	status	MSS	str
17T020524_S17	chr11:125490715-125490852	model	status	MSS	str
17T020524_S17	chr11:102193451-102193586	model	status	Undetermined	str
17T020524_S17	chr13:31722592-31722713	model	status	MSS	str
17T021204_S20	chr4:55598140-55598290	model	status	MSS	str
17T021204_S20	chr2:47641506-47641642	model	status	MSS	str
17T021204_S20	chr14:23652277-23652420	model	status	MSS	str
17T021204_S20	chr11:125490715-125490852	model	status	MSS	str
17T021204_S20	chr11:102193451-102193586	model	status	MSS	str
17T021204_S20	chr13:31722592-31722713	model	status	MSS	str
17T021204_S23	chr4:55598140-55598290	model	status	MSS	str
17T021204_S23	chr2:47641506-47641642	model	status	MSS	str
17T021204_S23	chr14:23652277-23652420	model	status	MSS	str
17T021204_S23	chr11:125490715-125490852	model	status	MSS	str
17T021204_S23	chr11:102193451-102193586	model	status	MSS	str
17T021204_S23	chr13:31722592-31722713	model	status	MSS	str
17T025722_S15	chr4:55598140-55598290	model	status	MSS	str
17T025722_S15	chr2:47641506-47641642	model	status	MSS	str
17T025722_S15	chr14:23652277-23652420	model	status	MSS	str
17T025722_S15	chr11:125490715-125490852	model	status	MSS	str
17T025722_S15	chr11:102193451-102193586	model	status	MSS	str
17T025722_S15	chr13:31722592-31722713	model	status	MSS	str
17T025722_S18	chr4:55598140-55598290	model	status	MSS	str
17T025722_S18	chr2:47641506-47641642	model	status	MSS	str
17T025722_S18	chr14:23652277-23652420	model	status	MSS	str
17T025722_S18	chr11:125490715-125490852	model	status	MSS	str
17T025722_S18	chr11:102193451-102193586	model	status	MSS	str
17T025722_S18	chr13:31722592-31722713	model	status	MSS	str
17T025747-ADN-2_S21	chr4:55598140-55598290	model	status	MSS	str
17T025747-ADN-2_S21	chr2:47641506-47641642	model	status	MSS	str
17T025747-ADN-2_S21	chr14:23652277-23652420	model	status	MSS	str
17T025747-ADN-2_S21	chr11:125490715-125490852	model	status	MSS	str
17T025747-ADN-2_S21	chr11:102193451-102193586	model	status	MSS	str
17T025747-ADN-2_S21	chr13:31722592-31722713	model	status	MSS	str
17T025747-ADN-2_S24	chr4:55598140-55598290	model	status	MSS	str
17T025747-ADN-2_S24	chr2:47641506-47641642	model	status	MSS	str
17T025747-ADN-2_S24	chr14:23652277-23652420	model	status	MSS	str
17T025747-ADN-2_S24	chr11:125490715-125490852	model	status	MSS	str
17T025747-ADN-2_S24	chr11:102193451-102193586	model	status	MSS	str
17T025747-ADN-2_S24	chr13:31722592-31722713	model	status	MSS	str
17T031382_S27	chr4:55598140-55598290	model	status	MSS	str
17T031382_S27	chr2:47641506-47641642	model	status	MSS	str
17T031382_S27	chr14:23652277-23652420	model	status	MSS	str
17T031382_S27	chr11:125490715-125490852	model	status	MSS	str
17T031382_S27	chr11:102193451-102193586	model	status	MSS	str
17T031382_S27	chr13:31722592-31722713	model	status	MSS	str
17T031382_S30	chr4:55598140-55598290	model	status	MSS	str
17T031382_S30	chr2:47641506-47641642	model	status	MSS	str
17T031382_S30	chr14:23652277-23652420	model	status	MSS	str
17T031382_S30	chr11:125490715-125490852	model	status	MSS	str
17T031382_S30	chr11:102193451-102193586	model	status	MSS	str
17T031382_S30	chr13:31722592-31722713	model	status	MSS	str
17T032834_S12	chr4:55598140-55598290	model	status	MSS	str
17T032834_S12	chr2:47641506-47641642	model	status	MSS	str
17T032834_S12	chr14:23652277-23652420	model	status	MSS	str
17T032834_S12	chr11:125490715-125490852	model	status	MSS	str
17T032834_S12	chr11:102193451-102193586	model	status	MSS	str
17T032834_S12	chr13:31722592-31722713	model	status	MSS	str
17T032834_S9	chr4:55598140-55598290	model	status	MSS	str
17T032834_S9	chr2:47641506-47641642	model	status	MSS	str
17T032834_S9	chr14:23652277-23652420	model	status	MSS	str
17T032834_S9	chr11:125490715-125490852	model	status	MSS	str
17T032834_S9	chr11:102193451-102193586	model	status	MSS	str
17T032834_S9	chr13:31722592-31722713	model	status	MSS	str
18T002439_S33	chr4:55598140-55598290	model	status	MSS	str
18T002439_S33	chr2:47641506-47641642	model	status	MSS	str
18T002439_S33	chr14:23652277-23652420	model	status	MSS	str
18T002439_S33	chr11:125490715-125490852	model	status	MSS	str
18T002439_S33	chr11:102193451-102193586	model	status	MSS	str
18T002439_S33	chr13:31722592-31722713	model	status	MSS	str
18T002439_S36	chr4:55598140-55598290	model	status	MSS	str
18T002439_S36	chr2:47641506-47641642	model	status	MSS	str
18T002439_S36	chr14:23652277-23652420	model	status	MSS	str
18T002439_S36	chr11:125490715-125490852	model	status	MSS	str
18T002439_S36	chr11:102193451-102193586	model	status	MSS	str
18T002439_S36	chr13:31722592-31722713	model	status	MSS	str
17T007555_S25	chr4:55598140-55598290	model	status	MSS	str
17T007555_S25	chr2:47641506-47641642	model	status	MSS	str
17T007555_S25	chr14:23652277-23652420	model	status	MSS	str
17T007555_S25	chr11:125490715-125490852	model	status	MSS	str
17T007555_S25	chr11:102193451-102193586	model	status	MSS	str
17T007555_S25	chr13:31722592-31722713	model	status	MSS	str
17T007555_S27	chr4:55598140-55598290	model	status	MSS	str
17T007555_S27	chr2:47641506-47641642	model	status	MSS	str
17T007555_S27	chr14:23652277-23652420	model	status	MSS	str
17T007555_S27	chr11:125490715-125490852	model	status	MSS	str
17T007555_S27	chr11:102193451-102193586	model	status	MSS	str
17T007555_S27	chr13:31722592-31722713	model	status	MSS	str
17T021033_S1	chr4:55598140-55598290	model	status	MSS	str
17T021033_S1	chr2:47641506-47641642	model	status	MSS	str
17T021033_S1	chr14:23652277-23652420	model	status	MSS	str
17T021033_S1	chr11:125490715-125490852	model	status	MSS	str
17T021033_S1	chr11:102193451-102193586	model	status	MSS	str
17T021033_S1	chr13:31722592-31722713	model	status	MSS	str
17T021033_S3	chr4:55598140-55598290	model	status	MSS	str
17T021033_S3	chr2:47641506-47641642	model	status	MSS	str
17T021033_S3	chr14:23652277-23652420	model	status	MSS	str
17T021033_S3	chr11:125490715-125490852	model	status	MSS	str
17T021033_S3	chr11:102193451-102193586	model	status	MSS	str
17T021033_S3	chr13:31722592-31722713	model	status	MSS	str
17T028840-2_S4	chr4:55598140-55598290	model	status	MSS	str
17T028840-2_S4	chr2:47641506-47641642	model	status	MSS	str
17T028840-2_S4	chr14:23652277-23652420	model	status	MSS	str
17T028840-2_S4	chr11:125490715-125490852	model	status	MSS	str
17T028840-2_S4	chr11:102193451-102193586	model	status	MSS	str
17T028840-2_S4	chr13:31722592-31722713	model	status	MSS	str
17T028840-2_S6	chr4:55598140-55598290	model	status	MSS	str
17T028840-2_S6	chr2:47641506-47641642	model	status	MSS	str
17T028840-2_S6	chr14:23652277-23652420	model	status	MSS	str
17T028840-2_S6	chr11:125490715-125490852	model	status	MSS	str
17T028840-2_S6	chr11:102193451-102193586	model	status	MSS	str
17T028840-2_S6	chr13:31722592-31722713	model	status	MSS	str
17T038290_S7	chr4:55598140-55598290	model	status	MSS	str
17T038290_S7	chr2:47641506-47641642	model	status	MSS	str
17T038290_S7	chr14:23652277-23652420	model	status	MSS	str
17T038290_S7	chr11:125490715-125490852	model	status	MSS	str
17T038290_S7	chr11:102193451-102193586	model	status	MSS	str
17T038290_S7	chr13:31722592-31722713	model	status	MSS	str
17T038290_S9	chr4:55598140-55598290	model	status	MSS	str
17T038290_S9	chr2:47641506-47641642	model	status	MSS	str
17T038290_S9	chr14:23652277-23652420	model	status	MSS	str
17T038290_S9	chr11:125490715-125490852	model	status	MSS	str
17T038290_S9	chr11:102193451-102193586	model	status	MSS	str
17T038290_S9	chr13:31722592-31722713	model	status	MSS	str
17T049316_S10	chr4:55598140-55598290	model	status	MSS	str
17T049316_S10	chr2:47641506-47641642	model	status	MSS	str
17T049316_S10	chr14:23652277-23652420	model	status	MSS	str
17T049316_S10	chr11:125490715-125490852	model	status	MSS	str
17T049316_S10	chr11:102193451-102193586	model	status	MSS	str
17T049316_S10	chr13:31722592-31722713	model	status	MSS	str
17T049316_S12	chr4:55598140-55598290	model	status	MSS	str
17T049316_S12	chr2:47641506-47641642	model	status	MSS	str
17T049316_S12	chr14:23652277-23652420	model	status	MSS	str
17T049316_S12	chr11:125490715-125490852	model	status	MSS	str
17T049316_S12	chr11:102193451-102193586	model	status	MSS	str
17T049316_S12	chr13:31722592-31722713	model	status	MSS	str
17T052523_S14	chr4:55598140-55598290	model	status	MSS	str
17T052523_S14	chr2:47641506-47641642	model	status	MSS	str
17T052523_S14	chr14:23652277-23652420	model	status	MSS	str
17T052523_S14	chr11:125490715-125490852	model	status	MSS	str
17T052523_S14	chr11:102193451-102193586	model	status	MSS	str
17T052523_S14	chr13:31722592-31722713	model	status	MSS	str
17T052523_S16	chr4:55598140-55598290	model	status	MSS	str
17T052523_S16	chr2:47641506-47641642	model	status	MSS	str
17T052523_S16	chr14:23652277-23652420	model	status	MSS	str
17T052523_S16	chr11:125490715-125490852	model	status	MSS	str
17T052523_S16	chr11:102193451-102193586	model	status	MSS	str
17T052523_S16	chr13:31722592-31722713	model	status	MSS	str
17T053840_S18	chr4:55598140-55598290	model	status	MSS	str
17T053840_S18	chr2:47641506-47641642	model	status	MSS	str
17T053840_S18	chr14:23652277-23652420	model	status	MSS	str
17T053840_S18	chr11:125490715-125490852	model	status	MSS	str
17T053840_S18	chr11:102193451-102193586	model	status	MSS	str
17T053840_S18	chr13:31722592-31722713	model	status	MSS	str
17T053840_S20	chr4:55598140-55598290	model	status	MSS	str
17T053840_S20	chr2:47641506-47641642	model	status	MSS	str
17T053840_S20	chr14:23652277-23652420	model	status	MSS	str
17T053840_S20	chr11:125490715-125490852	model	status	MSS	str
17T053840_S20	chr11:102193451-102193586	model	status	MSS	str
17T053840_S20	chr13:31722592-31722713	model	status	MSS	str
17T054218_S22	chr4:55598140-55598290	model	status	MSS	str
17T054218_S22	chr2:47641506-47641642	model	status	MSS	str
17T054218_S22	chr14:23652277-23652420	model	status	MSS	str
17T054218_S22	chr11:125490715-125490852	model	status	MSS	str
17T054218_S22	chr11:102193451-102193586	model	status	MSS	str
17T054218_S22	chr13:31722592-31722713	model	status	MSS	str
17T054218_S24	chr4:55598140-55598290	model	status	MSS	str
17T054218_S24	chr2:47641506-47641642	model	status	MSS	str
17T054218_S24	chr14:23652277-23652420	model	status	MSS	str
17T054218_S24	chr11:125490715-125490852	model	status	MSS	str
17T054218_S24	chr11:102193451-102193586	model	status	MSS	str
17T054218_S24	chr13:31722592-31722713	model	status	MSS	str
18T019496_S26	chr4:55598140-55598290	model	status	MSS	str
18T019496_S26	chr2:47641506-47641642	model	status	MSS	str
18T019496_S26	chr14:23652277-23652420	model	status	MSS	str
18T019496_S26	chr11:125490715-125490852	model	status	MSS	str
18T019496_S26	chr11:102193451-102193586	model	status	MSS	str
18T019496_S26	chr13:31722592-31722713	model	status	MSS	str
18T019496_S28	chr4:55598140-55598290	model	status	MSS	str
18T019496_S28	chr2:47641506-47641642	model	status	MSS	str
18T019496_S28	chr14:23652277-23652420	model	status	MSS	str
18T019496_S28	chr11:125490715-125490852	model	status	MSS	str
18T019496_S28	chr11:102193451-102193586	model	status	MSS	str
18T019496_S28	chr13:31722592-31722713	model	status	MSS	str
18T019804_S2	chr4:55598140-55598290	model	status	MSS	str
18T019804_S2	chr2:47641506-47641642	model	status	MSS	str
18T019804_S2	chr14:23652277-23652420	model	status	MSS	str
18T019804_S2	chr11:125490715-125490852	model	status	MSS	str
18T019804_S2	chr11:102193451-102193586	model	status	MSS	str
18T019804_S2	chr13:31722592-31722713	model	status	MSS	str
18T019804_S8	chr4:55598140-55598290	model	status	MSS	str
18T019804_S8	chr2:47641506-47641642	model	status	MSS	str
18T019804_S8	chr14:23652277-23652420	model	status	MSS	str
18T019804_S8	chr11:125490715-125490852	model	status	MSS	str
18T019804_S8	chr11:102193451-102193586	model	status	MSS	str
18T019804_S8	chr13:31722592-31722713	model	status	MSS	str
18T021115_S11	chr4:55598140-55598290	model	status	MSS	str
18T021115_S11	chr2:47641506-47641642	model	status	MSS	str
18T021115_S11	chr14:23652277-23652420	model	status	MSS	str
18T021115_S11	chr11:125490715-125490852	model	status	MSS	str
18T021115_S11	chr11:102193451-102193586	model	status	MSS	str
18T021115_S11	chr13:31722592-31722713	model	status	MSS	str
18T021115_S5	chr4:55598140-55598290	model	status	MSS	str
18T021115_S5	chr2:47641506-47641642	model	status	MSS	str
18T021115_S5	chr14:23652277-23652420	model	status	MSS	str
18T021115_S5	chr11:125490715-125490852	model	status	MSS	str
18T021115_S5	chr11:102193451-102193586	model	status	MSS	str
18T021115_S5	chr13:31722592-31722713	model	status	MSS	str
17T051056_S15	chr4:55598140-55598290	model	status	MSI	str
17T051056_S15	chr2:47641506-47641642	model	status	MSI	str
17T051056_S15	chr14:23652277-23652420	model	status	MSI	str
17T051056_S15	chr11:125490715-125490852	model	status	MSI	str
17T051056_S15	chr11:102193451-102193586	model	status	MSI	str
17T051056_S15	chr13:31722592-31722713	model	status	MSI	str
17T051056_S18	chr4:55598140-55598290	model	status	MSI	str
17T051056_S18	chr2:47641506-47641642	model	status	MSI	str
17T051056_S18	chr14:23652277-23652420	model	status	MSI	str
17T051056_S18	chr11:125490715-125490852	model	status	MSI	str
17T051056_S18	chr11:102193451-102193586	model	status	MSI	str
17T051056_S18	chr13:31722592-31722713	model	status	MSI	str
17T029905_S14	chr4:55598140-55598290	model	status	MSI	str
17T029905_S14	chr2:47641506-47641642	model	status	MSI	str
17T029905_S14	chr14:23652277-23652420	model	status	MSI	str
17T029905_S14	chr11:125490715-125490852	model	status	MSI	str
17T029905_S14	chr11:102193451-102193586	model	status	MSI	str
17T029905_S14	chr13:31722592-31722713	model	status	MSI	str
17T029905_S17	chr4:55598140-55598290	model	status	MSI	str
17T029905_S17	chr2:47641506-47641642	model	status	MSI	str
17T029905_S17	chr14:23652277-23652420	model	status	MSI	str
17T029905_S17	chr11:125490715-125490852	model	status	MSI	str
17T029905_S17	chr11:102193451-102193586	model	status	MSI	str
17T029905_S17	chr13:31722592-31722713	model	status	MSI	str
17T025713_S11	chr4:55598140-55598290	model	status	MSI	str
17T025713_S11	chr2:47641506-47641642	model	status	MSI	str
17T025713_S11	chr14:23652277-23652420	model	status	MSI	str
17T025713_S11	chr11:125490715-125490852	model	status	MSI	str
17T025713_S11	chr11:102193451-102193586	model	status	MSI	str
17T025713_S11	chr13:31722592-31722713	model	status	MSI	str
17T025713_S8	chr4:55598140-55598290	model	status	MSI	str
17T025713_S8	chr2:47641506-47641642	model	status	MSI	str
17T025713_S8	chr14:23652277-23652420	model	status	MSI	str
17T025713_S8	chr11:125490715-125490852	model	status	MSI	str
17T025713_S8	chr11:102193451-102193586	model	status	MSI	str
17T025713_S8	chr13:31722592-31722713	model	status	MSI	str
17T018656_S1	chr4:55598140-55598290	model	status	MSI	str
17T018656_S1	chr2:47641506-47641642	model	status	MSI	str
17T018656_S1	chr14:23652277-23652420	model	status	MSI	str
17T018656_S1	chr11:125490715-125490852	model	status	MSI	str
17T018656_S1	chr11:102193451-102193586	model	status	MSI	str
17T018656_S1	chr13:31722592-31722713	model	status	MSI	str
17T018656_S4	chr4:55598140-55598290	model	status	MSI	str
17T018656_S4	chr2:47641506-47641642	model	status	MSI	str
17T018656_S4	chr14:23652277-23652420	model	status	MSI	str
17T018656_S4	chr11:125490715-125490852	model	status	MSI	str
17T018656_S4	chr11:102193451-102193586	model	status	MSI	str
17T018656_S4	chr13:31722592-31722713	model	status	MSI	str
17T018656_S1	chr4:55598140-55598290	model	status	MSI	str
17T018656_S1	chr2:47641506-47641642	model	status	MSI	str
17T018656_S1	chr14:23652277-23652420	model	status	MSI	str
17T018656_S1	chr11:125490715-125490852	model	status	MSI	str
17T018656_S1	chr11:102193451-102193586	model	status	MSI	str
17T018656_S1	chr13:31722592-31722713	model	status	MSI	str
17T018656_S4	chr4:55598140-55598290	model	status	MSI	str
17T018656_S4	chr2:47641506-47641642	model	status	MSI	str
17T018656_S4	chr14:23652277-23652420	model	status	MSI	str
17T018656_S4	chr11:125490715-125490852	model	status	MSI	str
17T018656_S4	chr11:102193451-102193586	model	status	MSI	str
17T018656_S4	chr13:31722592-31722713	model	status	MSI	str
17T018656_S1	chr4:55598140-55598290	model	status	MSI	str
17T018656_S1	chr2:47641506-47641642	model	status	MSI	str
17T018656_S1	chr14:23652277-23652420	model	status	MSI	str
17T018656_S1	chr11:125490715-125490852	model	status	MSI	str
17T018656_S1	chr11:102193451-102193586	model	status	MSI	str
17T018656_S1	chr13:31722592-31722713	model	status	MSI	str
17T018656_S4	chr4:55598140-55598290	model	status	MSI	str
17T018656_S4	chr2:47641506-47641642	model	status	MSI	str
17T018656_S4	chr14:23652277-23652420	model	status	MSI	str
17T018656_S4	chr11:125490715-125490852	model	status	MSI	str
17T018656_S4	chr11:102193451-102193586	model	status	MSI	str
17T018656_S4	chr13:31722592-31722713	model	status	MSI	str
17T038418_S11	chr4:55598140-55598290	model	status	MSS	str
17T038418_S11	chr2:47641506-47641642	model	status	MSS	str
17T038418_S11	chr14:23652277-23652420	model	status	MSS	str
17T038418_S11	chr11:125490715-125490852	model	status	MSS	str
17T038418_S11	chr11:102193451-102193586	model	status	MSS	str
17T038418_S11	chr13:31722592-31722713	model	status	MSS	str
17T038418_S8	chr4:55598140-55598290	model	status	MSS	str
17T038418_S8	chr2:47641506-47641642	model	status	MSS	str
17T038418_S8	chr14:23652277-23652420	model	status	MSS	str
17T038418_S8	chr11:125490715-125490852	model	status	MSS	str
17T038418_S8	chr11:102193451-102193586	model	status	MSS	str
17T038418_S8	chr13:31722592-31722713	model	status	MSS	str
17T043323_S3	chr4:55598140-55598290	model	status	MSI	str
17T043323_S3	chr2:47641506-47641642	model	status	MSI	str
17T043323_S3	chr14:23652277-23652420	model	status	MSI	str
17T043323_S3	chr11:125490715-125490852	model	status	MSI	str
17T043323_S3	chr11:102193451-102193586	model	status	MSI	str
17T043323_S3	chr13:31722592-31722713	model	status	MSI	str
17T043323_S6	chr4:55598140-55598290	model	status	MSI	str
17T043323_S6	chr2:47641506-47641642	model	status	MSI	str
17T043323_S6	chr14:23652277-23652420	model	status	MSI	str
17T043323_S6	chr11:125490715-125490852	model	status	MSI	str
17T043323_S6	chr11:102193451-102193586	model	status	MSI	str
17T043323_S6	chr13:31722592-31722713	model	status	MSI	str
17T018651_S2	chr4:55598140-55598290	model	status	MSI	str
17T018651_S2	chr2:47641506-47641642	model	status	MSI	str
17T018651_S2	chr14:23652277-23652420	model	status	MSI	str
17T018651_S2	chr11:125490715-125490852	model	status	MSI	str
17T018651_S2	chr11:102193451-102193586	model	status	MSI	str
17T018651_S2	chr13:31722592-31722713	model	status	MSI	str
17T018651_S5	chr4:55598140-55598290	model	status	MSI	str
17T018651_S5	chr2:47641506-47641642	model	status	MSI	str
17T018651_S5	chr14:23652277-23652420	model	status	MSI	str
17T018651_S5	chr11:125490715-125490852	model	status	MSI	str
17T018651_S5	chr11:102193451-102193586	model	status	MSI	str
17T018651_S5	chr13:31722592-31722713	model	status	MSI	str
17T042830_S45	chr4:55598140-55598290	model	status	MSI	str
17T042830_S45	chr2:47641506-47641642	model	status	MSI	str
17T042830_S45	chr14:23652277-23652420	model	status	MSI	str
17T042830_S45	chr11:125490715-125490852	model	status	MSI	str
17T042830_S45	chr11:102193451-102193586	model	status	MSI	str
17T042830_S45	chr13:31722592-31722713	model	status	MSI	str
17T042830_S48	chr4:55598140-55598290	model	status	MSI	str
17T042830_S48	chr2:47641506-47641642	model	status	MSI	str
17T042830_S48	chr14:23652277-23652420	model	status	MSI	str
17T042830_S48	chr11:125490715-125490852	model	status	MSI	str
17T042830_S48	chr11:102193451-102193586	model	status	MSI	str
17T042830_S48	chr13:31722592-31722713	model	status	MSI	str
17T044302_S19	chr4:55598140-55598290	model	status	MSI	str
17T044302_S19	chr2:47641506-47641642	model	status	MSI	str
17T044302_S19	chr14:23652277-23652420	model	status	MSI	str
17T044302_S19	chr11:125490715-125490852	model	status	MSI	str
17T044302_S19	chr11:102193451-102193586	model	status	MSI	str
17T044302_S19	chr13:31722592-31722713	model	status	MSI	str
17T044302_S22	chr4:55598140-55598290	model	status	MSI	str
17T044302_S22	chr2:47641506-47641642	model	status	MSI	str
17T044302_S22	chr14:23652277-23652420	model	status	MSI	str
17T044302_S22	chr11:125490715-125490852	model	status	MSI	str
17T044302_S22	chr11:102193451-102193586	model	status	MSI	str
17T044302_S22	chr13:31722592-31722713	model	status	MSI	str
17T036683_S32	chr4:55598140-55598290	model	status	MSI	str
17T036683_S32	chr2:47641506-47641642	model	status	MSI	str
17T036683_S32	chr14:23652277-23652420	model	status	MSI	str
17T036683_S32	chr11:125490715-125490852	model	status	MSI	str
17T036683_S32	chr11:102193451-102193586	model	status	MSI	str
17T036683_S32	chr13:31722592-31722713	model	status	MSI	str
17T036683_S35	chr4:55598140-55598290	model	status	MSI	str
17T036683_S35	chr2:47641506-47641642	model	status	MSI	str
17T036683_S35	chr14:23652277-23652420	model	status	MSI	str
17T036683_S35	chr11:125490715-125490852	model	status	MSI	str
17T036683_S35	chr11:102193451-102193586	model	status	MSI	str
17T036683_S35	chr13:31722592-31722713	model	status	MSI	str
17T055192_S32	chr4:55598140-55598290	model	status	MSI	str
17T055192_S32	chr2:47641506-47641642	model	status	MSI	str
17T055192_S32	chr14:23652277-23652420	model	status	MSI	str
17T055192_S32	chr11:125490715-125490852	model	status	MSI	str
17T055192_S32	chr11:102193451-102193586	model	status	MSI	str
17T055192_S32	chr13:31722592-31722713	model	status	MSI	str
17T055192_S35	chr4:55598140-55598290	model	status	MSI	str
17T055192_S35	chr2:47641506-47641642	model	status	MSI	str
17T055192_S35	chr14:23652277-23652420	model	status	MSI	str
17T055192_S35	chr11:125490715-125490852	model	status	MSI	str
17T055192_S35	chr11:102193451-102193586	model	status	MSI	str
17T055192_S35	chr13:31722592-31722713	model	status	MSI	str
17T048671_S26	chr4:55598140-55598290	model	status	MSI	str
17T048671_S26	chr2:47641506-47641642	model	status	MSI	str
17T048671_S26	chr14:23652277-23652420	model	status	MSI	str
17T048671_S26	chr11:125490715-125490852	model	status	MSI	str
17T048671_S26	chr11:102193451-102193586	model	status	MSI	str
17T048671_S26	chr13:31722592-31722713	model	status	MSI	str
17T048671_S29	chr4:55598140-55598290	model	status	MSI	str
17T048671_S29	chr2:47641506-47641642	model	status	MSI	str
17T048671_S29	chr14:23652277-23652420	model	status	MSI	str
17T048671_S29	chr11:125490715-125490852	model	status	MSI	str
17T048671_S29	chr11:102193451-102193586	model	status	MSI	str
17T048671_S29	chr13:31722592-31722713	model	status	MSI	str
17T036138_S26	chr4:55598140-55598290	model	status	MSI	str
17T036138_S26	chr2:47641506-47641642	model	status	MSI	str
17T036138_S26	chr14:23652277-23652420	model	status	MSI	str
17T036138_S26	chr11:125490715-125490852	model	status	MSI	str
17T036138_S26	chr11:102193451-102193586	model	status	MSI	str
17T036138_S26	chr13:31722592-31722713	model	status	MSI	str
17T036138_S29	chr4:55598140-55598290	model	status	MSI	str
17T036138_S29	chr2:47641506-47641642	model	status	MSI	str
17T036138_S29	chr14:23652277-23652420	model	status	MSI	str
17T036138_S29	chr11:125490715-125490852	model	status	MSI	str
17T036138_S29	chr11:102193451-102193586	model	status	MSI	str
17T036138_S29	chr13:31722592-31722713	model	status	MSI	str
17T050702_S12	chr4:55598140-55598290	model	status	MSI	str
17T050702_S12	chr2:47641506-47641642	model	status	MSI	str
17T050702_S12	chr14:23652277-23652420	model	status	MSI	str
17T050702_S12	chr11:125490715-125490852	model	status	MSI	str
17T050702_S12	chr11:102193451-102193586	model	status	MSI	str
17T050702_S12	chr13:31722592-31722713	model	status	MSI	str
17T050702_S9	chr4:55598140-55598290	model	status	MSI	str
17T050702_S9	chr2:47641506-47641642	model	status	MSI	str
17T050702_S9	chr14:23652277-23652420	model	status	MSI	str
17T050702_S9	chr11:125490715-125490852	model	status	MSI	str
17T050702_S9	chr11:102193451-102193586	model	status	MSI	str
17T050702_S9	chr13:31722592-31722713	model	status	MSI	str
17T014299_S10	chr4:55598140-55598290	model	status	MSI	str
17T014299_S10	chr2:47641506-47641642	model	status	MSI	str
17T014299_S10	chr14:23652277-23652420	model	status	MSI	str
17T014299_S10	chr11:125490715-125490852	model	status	MSI	str
17T014299_S10	chr11:102193451-102193586	model	status	MSI	str
17T014299_S10	chr13:31722592-31722713	model	status	MSI	str
17T014299_S7	chr4:55598140-55598290	model	status	MSI	str
17T014299_S7	chr2:47641506-47641642	model	status	MSI	str
17T014299_S7	chr14:23652277-23652420	model	status	MSI	str
17T014299_S7	chr11:125490715-125490852	model	status	MSI	str
17T014299_S7	chr11:102193451-102193586	model	status	MSI	str
17T014299_S7	chr13:31722592-31722713	model	status	MSI	str
17T038166_S37	chr4:55598140-55598290	model	status	MSI	str
17T038166_S37	chr2:47641506-47641642	model	status	MSI	str
17T038166_S37	chr14:23652277-23652420	model	status	MSI	str
17T038166_S37	chr11:125490715-125490852	model	status	MSI	str
17T038166_S37	chr11:102193451-102193586	model	status	MSI	str
17T038166_S37	chr13:31722592-31722713	model	status	MSI	str
17T038166_S40	chr4:55598140-55598290	model	status	MSI	str
17T038166_S40	chr2:47641506-47641642	model	status	MSI	str
17T038166_S40	chr14:23652277-23652420	model	status	MSI	str
17T038166_S40	chr11:125490715-125490852	model	status	MSI	str
17T038166_S40	chr11:102193451-102193586	model	status	MSI	str
17T038166_S40	chr13:31722592-31722713	model	status	MSI	str
16T010490_S21	chr4:55598140-55598290	model	status	MSI	str
16T010490_S21	chr2:47641506-47641642	model	status	MSS	str
16T010490_S21	chr14:23652277-23652420	model	status	MSS	str
16T010490_S21	chr11:125490715-125490852	model	status	MSS	str
16T010490_S21	chr11:102193451-102193586	model	status	MSI	str
16T010490_S21	chr13:31722592-31722713	model	status	Undetermined	str
16T010490_S23	chr4:55598140-55598290	model	status	MSI	str
16T010490_S23	chr2:47641506-47641642	model	status	MSS	str
16T010490_S23	chr14:23652277-23652420	model	status	MSS	str
16T010490_S23	chr11:125490715-125490852	model	status	MSS	str
16T010490_S23	chr11:102193451-102193586	model	status	MSI	str
16T010490_S23	chr13:31722592-31722713	model	status	Undetermined	str
16T050808_S25	chr4:55598140-55598290	model	status	MSI	str
16T050808_S25	chr2:47641506-47641642	model	status	MSI	str
16T050808_S25	chr14:23652277-23652420	model	status	MSI	str
16T050808_S25	chr11:125490715-125490852	model	status	MSI	str
16T050808_S25	chr11:102193451-102193586	model	status	MSI	str
16T050808_S25	chr13:31722592-31722713	model	status	MSI	str
16T050808_S28	chr4:55598140-55598290	model	status	MSI	str
16T050808_S28	chr2:47641506-47641642	model	status	MSI	str
16T050808_S28	chr14:23652277-23652420	model	status	MSI	str
16T050808_S28	chr11:125490715-125490852	model	status	MSI	str
16T050808_S28	chr11:102193451-102193586	model	status	MSI	str
16T050808_S28	chr13:31722592-31722713	model	status	MSI	str
17T013107_S44	chr4:55598140-55598290	model	status	MSI	str
